 #NTuple/Z0                                                                      
 output from Ecalc9f version   2.09
  settings: 
    particle type:            2
    pzmin/pzmax:    0.0000000000000000      /   100.00000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    704.00000000000000     
    sigma cut:    4.0000000000000000     
    subtract out amplitude correlation
    wrnew9 =  F

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
     1  0.0000E+00  0.2319E-02  0.3691E-03  0.2045E-02  0.2776E-09  0.2204E+00  0.2096E+00  0.4894E-01  0.5180E-01  0.4103E+00  0.1458E-01  0.2376E+05  0.2376E+05  0.2376E+05  0.5800E-03  0.9469E-02  0.7685E-10  0.1068E+01 -0.1512E-08  0.9384E-02 -0.1044E-02 -0.1914E-02 -0.1122E-01 -0.6047E-03  0.2619E-02  0.2961E-02
     2  0.6500E+00  0.2385E-02  0.3548E-03  0.2041E-02  0.2544E-09  0.2201E+00  0.2100E+00  0.3590E-01  0.2706E+00  0.4113E+00 -0.1781E-01  0.2343E+05  0.2343E+05  0.2343E+05  0.5768E-03  0.9413E-02  0.7674E-10  0.7762E+00  0.9274E-09  0.9375E-02 -0.1326E-02 -0.1917E-02 -0.8201E-02  0.8912E-04  0.4896E-02  0.3464E-02
     3  0.1300E+01  0.2374E-02  0.3576E-03  0.2025E-02  0.2592E-09  0.2085E+00  0.2102E+00  0.3204E-01 -0.8826E-02  0.4206E+00 -0.2542E-01  0.2307E+05  0.2307E+05  0.2307E+05  0.4601E-03  0.9269E-02  0.7739E-10  0.6611E+00  0.4171E-08  0.9241E-02 -0.1328E-02 -0.2049E-02 -0.4341E-02  0.1063E-02 -0.4161E-02  0.3832E-02
     4  0.1950E+01  0.2326E-02  0.3589E-03  0.2000E-02  0.2575E-09  0.2055E+00  0.2100E+00  0.3668E-01 -0.2805E-01  0.4303E+00 -0.1291E-01  0.2283E+05  0.2283E+05  0.2283E+05  0.5341E-03  0.9140E-02  0.7798E-10  0.1038E+01  0.6076E-08  0.9072E-02 -0.1137E-02 -0.1912E-02 -0.8943E-02 -0.4545E-03 -0.1383E-02  0.3284E-02
     5  0.2600E+01  0.2371E-02  0.3507E-03  0.1992E-02  0.2447E-09  0.2090E+00  0.2092E+00  0.3770E-01  0.4165E-02  0.4315E+00  0.2591E-02  0.2268E+05  0.2268E+05  0.2268E+05  0.5051E-03  0.9116E-02  0.7839E-10  0.1317E+01  0.8863E-08  0.9015E-02 -0.1269E-02 -0.1917E-02 -0.1157E-01 -0.3803E-03  0.3609E-02  0.3551E-02
     6  0.3250E+01  0.2379E-02  0.3445E-03  0.1983E-02  0.2404E-09  0.2137E+00  0.2079E+00  0.3707E-01  0.3481E-01  0.4258E+00  0.1546E-01  0.2257E+05  0.2257E+05  0.2257E+05  0.4967E-03  0.9162E-02  0.7848E-10  0.1628E+01  0.1224E-07  0.9016E-02 -0.1185E-02 -0.2040E-02 -0.5962E-02  0.5498E-03  0.1849E-02  0.3648E-02
     7  0.3900E+01  0.2334E-02  0.3434E-03  0.1972E-02  0.2391E-09  0.2118E+00  0.2061E+00  0.3621E-01  0.7528E-02  0.4183E+00  0.2085E-01  0.2247E+05  0.2247E+05  0.2247E+05  0.5223E-03  0.9245E-02  0.7815E-10  0.2048E+01  0.1285E-07  0.9017E-02 -0.1116E-02 -0.1922E-02 -0.7893E-02  0.9627E-03  0.2447E-02  0.3146E-02
     8  0.4550E+01  0.2357E-02  0.3410E-03  0.1968E-02  0.2365E-09  0.2140E+00  0.2041E+00  0.3721E-01 -0.1868E-01  0.4101E+00  0.1084E-01  0.2238E+05  0.2238E+05  0.2238E+05  0.4860E-03  0.9351E-02  0.7785E-10  0.2446E+01  0.1316E-07  0.9035E-02 -0.1083E-02 -0.1927E-02 -0.9253E-02 -0.8778E-03  0.4797E-02  0.3016E-02
     9  0.5200E+01  0.2383E-02  0.3356E-03  0.1975E-02  0.2317E-09  0.2199E+00  0.2021E+00  0.3811E-01 -0.1743E-01  0.4041E+00 -0.6673E-02  0.2231E+05  0.2231E+05  0.2231E+05  0.5063E-03  0.9431E-02  0.7771E-10  0.2710E+01  0.1162E-07  0.9054E-02 -0.9537E-03 -0.1999E-02 -0.8404E-02  0.3072E-03  0.5862E-02  0.2942E-02
    10  0.5850E+01  0.2340E-02  0.3307E-03  0.1991E-02  0.2262E-09  0.2229E+00  0.2003E+00  0.3811E-01 -0.6807E-02  0.4049E+00 -0.2727E-01  0.2225E+05  0.2225E+05  0.2225E+05  0.5257E-03  0.9432E-02  0.7824E-10  0.2864E+01  0.8927E-08  0.9025E-02 -0.9369E-03 -0.1936E-02 -0.9059E-02 -0.3770E-04  0.7184E-02  0.2752E-02
    11  0.6500E+01  0.2345E-02  0.3263E-03  0.2003E-02  0.2216E-09  0.2264E+00  0.1988E+00  0.3875E-01 -0.7907E-02  0.4129E+00 -0.4344E-01  0.2220E+05  0.2220E+05  0.2220E+05  0.5005E-03  0.9351E-02  0.7937E-10  0.2984E+01  0.5608E-08  0.8923E-02 -0.8971E-03 -0.1922E-02 -0.8765E-02 -0.1625E-03  0.8018E-02  0.2701E-02
